OG0007049_00trimmed	GO:0005856,GO:1901888,GO:0072518,GO:0031032,GO:0000281,GO:0018107,GO:0004674,GO:0030866,GO:0048598,GO:0005737,GO:0007266
OG0001317_00trimmed	GO:0008311,GO:0006281,GO:0003906,GO:0005634,GO:0008081,GO:0006284,GO:0004518
OG0002158_00trimmed	GO:0009972,GO:0004126,GO:0008270,GO:0005829
OG0007715_00trimmed	GO:0043087,GO:0031267,GO:0005096
OG0005234_00trimmed	GO:0006357,GO:0000978,GO:0000981
OG0000105_01trimmed	GO:0001676,GO:0016405,GO:0004467,GO:0046949
OG0006801_00trimmed	GO:0035556,GO:0043065,GO:0004674,GO:0005634
OG0006100_00trimmed	GO:0003723,GO:0003735,GO:0015935,GO:0006412,GO:0005763,GO:0005840
OG0006908_00trimmed	GO:0097037,GO:0020037,GO:0016020,GO:0051184,GO:0015232
OG0000065_04trimmed	GO:0017171,GO:0016042,GO:0016298,GO:0005615
OG0007891_00trimmed	GO:0005886
OG0000775_00trimmed	GO:0008080,GO:0005737,GO:0006473,GO:1905502
OG0002747_00trimmed	GO:0061133,GO:2000045,GO:0010950,GO:0005737,GO:0005654,GO:0008537,GO:0061136
OG0007995_00trimmed	GO:0005634,GO:0006364
OG0001287_00trimmed	GO:0007018,GO:0005871,GO:0019894,GO:0005737
OG0002310_00trimmed	GO:0005634,GO:0005737
OG0008226_00trimmed	GO:0050660,GO:0016491,GO:0010181,GO:0005829
OG0009067_00trimmed	GO:0006366,GO:0005736,GO:0001056,GO:0042797,GO:0003899,GO:0003677,GO:0005665,GO:0001054,GO:0001055,GO:0006360,GO:0006351,GO:0005666,GO:0008270
OG0001096_00trimmed	GO:0005886,GO:0050808,GO:0043025,GO:0008046,GO:0007156,GO:0030424
OG0005346_00trimmed	GO:0005794,GO:0007165
OG0000856_01trimmed	GO:0015749,GO:0015149,GO:0016020
OG0005180_00trimmed	GO:0009306
OG0007090_00trimmed	GO:0005634
OG0004085_00trimmed	GO:0016192,GO:0043231,GO:0035658
OG0002573_00trimmed	GO:0000338,GO:0019784
OG0003307_00trimmed	GO:0005634,GO:0016887
OG0004760_00trimmed	GO:0005768,GO:0045332,GO:0042147,GO:0005802
OG0000355_00trimmed	GO:0004568,GO:0008061,GO:0005576,GO:0006032
OG0006195_00trimmed	GO:0032934,GO:0015248,GO:0005829,GO:0016020,GO:0008289
OG0003116_00trimmed	GO:0008757,GO:0005829,GO:0005634,GO:0030735,GO:0035498
OG0002418_00trimmed	GO:0005747,GO:0005739
OG0003049_00trimmed	GO:0000159,GO:0007165,GO:0006470,GO:0072542,GO:0019888,GO:0005634,GO:0005829
OG0007870_00trimmed	GO:0016020,GO:0060072,GO:0071805,GO:0045211,GO:0005267
OG0003926_00trimmed	GO:0016592,GO:0003713,GO:0003712,GO:0006357
OG0002244_00trimmed	GO:0005918,GO:0035151,GO:0019991
OG0007517_00trimmed	GO:0000981,GO:0006357,GO:0000977,GO:0005634
OG0008707_00trimmed	GO:0000226,GO:0005929,GO:0005881,GO:0008017
OG0000267_01trimmed	GO:0062129,GO:0008010
OG0003571_00trimmed	GO:0005615,GO:0031012
OG0001633_00trimmed	GO:0016263,GO:0016267
OG0005651_00trimmed	GO:0045505,GO:0003341,GO:0005737,GO:0036158,GO:0036159
OG0007406_00trimmed	GO:0006749,GO:0045454,GO:0005739,GO:0034599,GO:0005829,GO:0050660,GO:0004362
OG0008267_00trimmed	GO:0004568,GO:0008061,GO:0005576,GO:0006032
OG0005307_00trimmed	GO:0043122,GO:0098802
OG0002786_00trimmed	GO:0006506,GO:0000506
OG0008036_00trimmed	GO:0000139,GO:0005789,GO:0006888,GO:0005537,GO:0005793,GO:0030134
OG0003899_00trimmed	GO:0005886
OG0005538_00trimmed	GO:0005737,GO:0048066
OG0006287_00trimmed	GO:0005737
OG0008532_00trimmed	GO:0005879,GO:0005856,GO:0008017,GO:0036126,GO:0036064,GO:0005814
OG0003630_00trimmed	GO:0006517,GO:0030203,GO:0005975,GO:0004563,GO:0016020,GO:0005886,GO:0016231
OG0008147_00trimmed	GO:0008270,GO:0005737,GO:0005615,GO:0016020,GO:0070006,GO:0043171,GO:0006508,GO:0042277
OG0005852_00trimmed	GO:0001664,GO:0005737,GO:0002031,GO:0007165
OG0007757_00trimmed	GO:0005096,GO:0030127,GO:0070971,GO:0090110
OG0003843_00trimmed	GO:0005737
OG0004795_00trimmed	GO:0006487,GO:0005789
OG0002959_00trimmed	GO:0008049,GO:0030424,GO:0030425,GO:0007635,GO:0043025
OG0003123_00trimmed	GO:0072546
OG0003606_00trimmed	GO:0005543,GO:0005886
OG0004871_00trimmed	GO:0030686,GO:0034455,GO:0030515,GO:0032040,GO:0045943,GO:0000462
OG0000659_00trimmed	GO:0055085,GO:0051180,GO:0090482,GO:0016020,GO:0005886
OG0006046_00trimmed	GO:0062129,GO:0008010
OG0005573_00trimmed	GO:0015179,GO:0003333
OG0004383_00trimmed	GO:0005737,GO:0016226,GO:0051536
OG0009112_00trimmed	GO:0022625
OG0004195_00trimmed	GO:0046856,GO:0004438,GO:0005737,GO:0106018
OG0002364_00trimmed	GO:0000400,GO:0017108
OG0009736_00trimmed	GO:0003727,GO:0004521,GO:0005759
OG0006579_00trimmed	GO:0000796,GO:0010032,GO:0042393,GO:0000779,GO:0007076
OG0003455_00trimmed	GO:0031491,GO:0005634,GO:0003677
OG0002672_00trimmed	GO:0005669,GO:0045944,GO:0008134,GO:0002039
OG0004469_00trimmed	GO:0005697,GO:0042162,GO:0070034,GO:0000184
OG0000850_00trimmed	GO:0016020
OG0008986_00trimmed	GO:0004252
OG0005504_00trimmed	GO:0005829,GO:0000049,GO:0002098,GO:0002926,GO:0033588
OG0006484_00trimmed	GO:0051231,GO:0005875,GO:0007052,GO:0003777,GO:0007018
OG0001351_00trimmed	GO:0003899,GO:0032549,GO:0006351
OG0005272_00trimmed	GO:0005739,GO:0006210,GO:0004491,GO:0006574
OG0000706_01trimmed	GO:0006355,GO:0000978,GO:0005634,GO:0006357,GO:0042063,GO:0001228,GO:0000981
OG0004846_00trimmed	GO:0005886,GO:0016020
OG0007142_00trimmed	GO:0006144
OG0001113_00trimmed	GO:0005747,GO:0016651,GO:0006120
OG0000009_01trimmed	GO:0003700
